experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
SE,FT,Data Analyst,144500,North America,0,North America,M
SE,FT,Machine Learning Engineer,158000,North America,100,North America,M
SE,FT,Research Scientist,246000,North America,0,North America,M
SE,FT,Research Scientist,195200,North America,0,North America,L
SE,FT,Data Scientist,207000,North America,0,North America,M
SE,FT,Engineer,128250,North America,0,North America,M
EX,FT,Data Engineer,305000,North America,100,North America,M
MI,FT,Data Scientist,124300,North America,0,North America,M
MI,FT,Data Scientist,161900,North America,0,North America,M
SE,FT,Machine Learning Engineer,195500,North America,100,North America,M
MI,FT,Data Engineer,77100,North America,0,North America,M
MI,FT,Engineer,96000,South America,100,South America,M
SE,FT,Analyst,104800,North America,0,North America,M
SE,FT,Software Engineer,207760,North America,0,North America,M
MI,FT,Data Scientist,89600,North America,0,North America,M
SE,FT,Engineer,55555,Europe,100,Europe,M
SE,FT,Engineer,122600,North America,100,North America,M
MI,FT,Engineer,202700,North America,0,North America,L
SE,FT,Software Engineer,210000,South America,100,South America,M
SE,FT,Data Engineer,228000,North America,0,North America,M
MI,FT,Manager,106400,North America,0,North America,M
SE,FT,Machine Learning Engineer,85000,North America,0,North America,M
SE,FT,Analyst,98000,North America,0,North America,M
SE,FT,Data Scientist,237600,North America,0,North America,M
SE,FT,Data Engineer,199800,North America,0,North America,M
SE,FT,Manager,123000,North America,100,North America,M
EN,FT,Data Engineer,175100,North America,0,North America,M
SE,FT,Software Engineer,155555,Europe,100,Europe,M
SE,FT,Data Engineer,149702,North America,0,North America,M
SE,FT,Engineer,174158,North America,0,North America,M
SE,FT,Data Engineer,209100,North America,0,North America,L
MI,FT,Engineer,84615,North America,0,North America,M
MI,FT,Data Scientist,104650,North America,0,North America,M
MI,FT,Data Engineer,60400,Africa,0,Africa,M
SE,FT,Software Engineer,118976,North America,0,North America,M
EN,FT,Data Scientist,135000,North America,0,North America,M
EN,FT,Data Analyst,67400,North America,0,North America,M
MI,FT,Data Analyst,65000,North America,100,North America,M
EN,FT,Data Analyst,74000,North America,100,North America,M
SE,FT,Data Scientist,76107,North America,0,North America,M
SE,FT,Engineer,246000,North America,100,North America,M
EX,FT,Data Engineer,113840,North America,0,North America,M
MI,FT,Data Analyst,115000,North America,100,North America,M
MI,FT,Data Analyst,161600,North America,100,North America,M
SE,FT,Software Engineer,209800,North America,100,North America,M
SE,FT,Data Engineer,175300,North America,0,North America,M
MI,FT,Data Engineer,168000,North America,0,North America,M
SE,FT,Research Scientist,186114,North America,0,North America,M
SE,FT,Data Scientist,109000,North America,100,North America,M
SE,FT,Data Scientist,237200,North America,0,North America,M
MI,FT,Manager,236925,North America,0,North America,M
MI,FT,Machine Learning Engineer,238000,North America,0,North America,M
SE,FT,Engineer,217900,North America,100,North America,M
MI,FT,Software Engineer,185800,North America,100,North America,M
EN,FT,Data Analyst,40300,North America,0,North America,M
SE,FT,Data Architect,274800,North America,0,North America,M
SE,FT,Data Analyst,171000,North America,0,North America,M
MI,FT,Machine Learning Engineer,247500,North America,0,North America,M
SE,FT,Data Engineer,141750,North America,0,North America,M
SE,FT,Data Scientist,119400,North America,100,North America,M
MI,FT,Software Engineer,179820,North America,0,North America,M
SE,FT,Analyst,142200,North America,0,North America,M
EN,FT,Data Analyst,93750,North America,0,North America,M
SE,FT,Data Scientist,97300,North America,0,North America,M
SE,FT,Data Engineer,60000,Europe,0,Europe,M
SE,FT,Manager,46200,Asia,100,Asia,M
SE,FT,Data Scientist,198600,North America,0,North America,M
SE,FT,Software Engineer,330146,North America,0,North America,M
SE,FT,Software Engineer,237900,North America,0,North America,M
SE,FT,Manager,258000,North America,100,North America,M
SE,FT,Software Engineer,178000,North America,0,North America,M
MI,FT,Manager,142800,North America,0,North America,L
EN,FT,Data Engineer,80000,North America,0,North America,M
EN,FT,Data Analyst,91300,North America,0,North America,M
SE,FT,Engineer,285000,North America,100,North America,M
EN,FT,Data Analyst,102495,North America,0,North America,M
SE,FT,Data Engineer,77100,North America,0,North America,M
MI,FT,Data Engineer,74400,North America,100,North America,M
MI,FT,Data Engineer,130800,North America,100,North America,M
SE,FT,Machine Learning Engineer,119400,North America,100,North America,M
SE,FT,Data Scientist,156000,North America,100,North America,M
EX,FT,Manager,265080,North America,0,North America,M
EN,FT,Machine Learning Engineer,136500,North America,0,North America,M
MI,FT,Research Scientist,221596,North America,0,North America,M
SE,FT,Data Scientist,150000,North America,0,North America,M
MI,FT,Machine Learning Engineer,99100,North America,0,North America,M
MI,FT,Data Engineer,72800,North America,100,North America,M
SE,FT,Data Engineer,198000,North America,100,North America,M
SE,FT,Data Analyst,79300,North America,0,North America,M
MI,FT,Software Engineer,204000,North America,0,North America,M
SE,FT,Data Engineer,101400,North America,0,North America,M
MI,FT,Data Analyst,87500,North America,0,North America,M
EN,FT,Data Engineer,72000,North America,0,North America,M
EN,FT,Data Analyst,48645,Europe,0,Europe,M
MI,FT,Data Engineer,173300,North America,0,North America,M
MI,FT,Research Scientist,92000,North America,0,North America,M
SE,FT,Data Scientist,170502,North America,0,North America,M
MI,FT,Data Scientist,129545,Europe,50,Europe,L
SE,FT,Data Scientist,170373,North America,0,North America,M
SE,FT,Data Analyst,136600,North America,100,North America,M
EN,FT,Data Analyst,57737,North America,100,North America,M
MI,FT,Data Engineer,198000,North America,100,North America,M
SE,FT,Manager,217200,North America,0,North America,M
MI,FT,Manager,121200,North America,0,North America,M
SE,FT,Data Analyst,77000,North America,100,North America,M
SE,FT,Data Engineer,98800,North America,0,North America,M
EN,FT,Data Analyst,136200,North America,0,North America,M
SE,FT,Research Scientist,270000,North America,0,North America,M
SE,FT,Engineer,235750,North America,0,North America,M
MI,FT,Manager,130000,North America,100,North America,M
SE,FT,Data Scientist,93400,North America,0,North America,M
MI,FT,Engineer,140000,North America,100,North America,M
SE,FT,Data Engineer,215000,Europe,0,Europe,M
SE,FT,Data Analyst,154960,North America,100,North America,M
SE,FT,Data Analyst,169000,North America,100,North America,M
EN,FT,Data Engineer,60300,North America,0,North America,M
SE,FT,Machine Learning Engineer,166700,North America,100,North America,M
SE,FT,Data Engineer,178500,North America,0,North America,M
SE,FT,Machine Learning Engineer,116666,Europe,100,Europe,M
MI,FT,Data Analyst,62500,Europe,0,Europe,M
SE,FT,Manager,300000,North America,0,North America,M
MI,FT,Data Scientist,103300,North America,100,North America,M
MI,FT,Machine Learning Engineer,152100,North America,0,North America,M
MI,FT,Data Engineer,125000,North America,0,North America,M
MI,FT,Engineer,89250,North America,0,North America,M
SE,FT,Data Engineer,174271,North America,100,North America,M
MI,FT,Data Scientist,148000,North America,100,North America,M
MI,FT,Software Engineer,240465,North America,0,North America,M
SE,FT,Data Analyst,113500,North America,0,North America,M
SE,FT,Data Analyst,107657,North America,0,North America,M
SE,FT,Engineer,161200,North America,100,North America,M
EN,FT,Data Analyst,107000,North America,0,North America,M
MI,FT,Data Scientist,329000,North America,0,North America,M
MI,FT,Data Engineer,212800,North America,0,North America,L
MI,FT,Data Analyst,89000,North America,0,North America,M
MI,FT,Manager,168000,North America,0,North America,M
SE,FT,Engineer,229163,North America,0,North America,M
EN,FT,Data Analyst,52971,Europe,0,Europe,M
SE,FT,Research Scientist,290180,North America,0,North America,M
MI,FT,Engineer,162240,North America,0,North America,M
SE,FT,Engineer,126600,North America,0,North America,M
SE,FT,Data Analyst,68400,North America,0,North America,M
EN,FT,Data Analyst,46900,North America,0,North America,M
SE,FT,Engineer,97000,North America,100,North America,M
SE,FT,Machine Learning Engineer,134000,North America,0,North America,M
SE,FT,Software Engineer,150762,North America,0,North America,M
SE,FT,Analyst,92800,North America,0,North America,M
SE,FT,Software Engineer,251000,North America,0,North America,M
SE,FT,Machine Learning Engineer,222634,North America,0,North America,M
SE,FT,Software Engineer,255000,North America,100,North America,M
SE,FT,Manager,268750,North America,0,North America,M
MI,FT,Data Engineer,90200,North America,0,North America,M
MI,FT,Machine Learning Engineer,214032,North America,0,North America,M
SE,FT,Data Scientist,279000,North America,100,North America,M
MI,FT,Data Scientist,81960,North America,0,North America,M
SE,FT,Data Engineer,102900,North America,0,North America,M
SE,FT,Data Analyst,84870,North America,0,North America,M
SE,FT,Data Scientist,184300,North America,0,North America,M
EX,FT,Data Scientist,114638,North America,0,North America,M
SE,FT,Data Engineer,283780,North America,0,North America,M
SE,FT,Manager,194810,North America,0,North America,M
EN,FT,Data Analyst,57300,North America,0,North America,M
MI,FT,Data Engineer,62300,North America,0,North America,M
SE,FT,Engineer,205700,North America,0,North America,M
EN,FT,Data Analyst,56200,North America,0,North America,M
SE,FT,Engineer,212510,North America,0,North America,M
SE,FT,Research Scientist,100000,North America,0,North America,M
SE,FT,Engineer,283000,North America,100,North America,M
SE,FT,Research Scientist,113000,North America,0,North America,L
SE,FT,Software Engineer,203000,North America,100,North America,M
MI,FT,Manager,124000,North America,100,North America,M
EN,FT,Analyst,45000,Europe,0,Europe,M
MI,FT,Data Engineer,59000,North America,0,North America,M
SE,FT,Data Scientist,254100,North America,0,North America,M
SE,FT,Data Analyst,156000,North America,100,North America,M
SE,FT,Research Scientist,103000,North America,0,North America,M
SE,FT,Research Scientist,337250,North America,0,North America,M
SE,FT,Data Scientist,105353,North America,100,North America,M
MI,FT,Data Engineer,79000,North America,0,North America,M
EN,FT,Data Analyst,87040,North America,0,North America,M
MI,FT,Engineer,97400,North America,0,North America,M
MI,FT,Data Scientist,100000,Europe,0,Europe,M
EX,FT,Machine Learning Engineer,290000,North America,0,North America,M
SE,FT,Data Scientist,222500,North America,0,North America,M
SE,FT,Data Analyst,62300,North America,0,North America,M
EN,FT,Data Engineer,104000,North America,0,North America,M
MI,FT,Engineer,278800,North America,0,North America,M
SE,FT,Data Engineer,239000,North America,100,North America,M
MI,FT,Data Engineer,56875,North America,0,North America,M
SE,FT,Software Engineer,260000,Europe,0,Europe,M
SE,FT,Data Engineer,108800,North America,0,North America,M
EN,FT,Engineer,118600,North America,0,North America,M
SE,FT,Machine Learning Engineer,269833,North America,0,North America,M
EN,FT,Analyst,92000,North America,100,North America,M
EX,FT,Data Scientist,338000,North America,0,North America,M
MI,FT,Software Engineer,200214,North America,0,North America,M
SE,FT,Software Engineer,227712,North America,0,North America,M
MI,FT,Analyst,67500,North America,0,North America,M
SE,FT,Engineer,234900,North America,0,North America,M
SE,FT,Data Scientist,197000,North America,100,North America,M
MI,FT,Manager,105600,North America,0,North America,M
SE,FT,Engineer,193200,North America,100,North America,M
MI,FT,Research Scientist,250000,North America,100,North America,M
SE,FT,Analyst,96400,North America,0,North America,M
MI,FT,Data Scientist,220500,North America,0,North America,M
SE,FT,Data Engineer,101970,North America,0,North America,M
SE,FT,Software Engineer,245500,North America,100,North America,M
MI,FT,Manager,156160,North America,0,North America,M
SE,FT,Software Engineer,65200,North America,0,North America,M
MI,FT,Data Scientist,109200,Europe,0,Europe,M
MI,FT,Data Engineer,110219,North America,0,North America,M
SE,FT,Engineer,260000,North America,0,North America,M
SE,FT,Data Scientist,210850,North America,0,North America,M
SE,FT,Manager,151200,North America,100,North America,M
SE,FT,Data Engineer,261800,North America,0,North America,M
MI,FT,Data Analyst,108200,North America,0,North America,M
SE,FT,Data Scientist,230300,North America,0,North America,M
SE,FT,Software Engineer,219200,North America,0,North America,M
EN,FT,Data Scientist,81075,North America,100,North America,M
MI,FT,Manager,63000,North America,100,North America,M
SE,FT,Software Engineer,153000,North America,100,North America,M
MI,FT,Data Scientist,60000,Europe,0,Europe,M
SE,FT,Data Engineer,235200,North America,0,North America,M
SE,FT,Data Scientist,173400,North America,0,North America,M
SE,FT,Data Engineer,113559,North America,0,North America,M
SE,FT,Machine Learning Engineer,206000,North America,100,North America,M
SE,FT,Machine Learning Engineer,146500,North America,0,North America,M
SE,FT,Machine Learning Engineer,251000,North America,0,North America,M
SE,FT,Manager,115000,North America,100,North America,M
MI,FT,Software Engineer,73490,North America,100,North America,M
SE,FT,Software Engineer,170454,Europe,0,Europe,M
SE,FT,Engineer,82100,North America,0,North America,M
